Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2015-05-14 12:00:00,986.99,12.99,287.22,4.02,54.37,14.99,8.15,6.84,5.15,8.26,1197.82,1.27,2.84,308.1
2015-05-15 12:00:00,988.36,14.96,289.09,4.37,49.02,17.03,8.35,8.68,5.27,8.45,1191.19,3.72,5.68,59.5
2015-05-16 12:00:00,993.2,18.26,291.99,5.64,43.43,21.01,9.13,11.89,5.74,9.19,1183.13,3.65,5.92,211.7
2015-05-17 12:00:00,997.34,14.09,287.47,0.54,39.45,16.1,6.35,9.75,3.97,6.37,1206.6,3.35,7.09,281.1
2015-05-18 12:00:00,984.37,19.2,293.68,4.5,37.83,22.28,8.43,13.85,5.34,8.56,1169.13,4.94,7.89,211.0
2015-05-19 12:00:00,980.03,17.85,292.69,5.1,42.93,20.48,8.79,11.69,5.6,8.97,1169.19,7.79,11.37,210.1
2015-05-20 12:00:00,986.61,13.31,287.58,4.45,54.86,15.31,8.4,6.91,5.31,8.51,1195.9,1.17,2.5,2.05
2015-05-21 12:00:00,996.14,14.87,288.35,3.68,46.98,16.94,7.96,8.98,4.98,7.99,1201.16,1.09,2.48,171.8
2015-05-22 12:00:00,998.48,16.29,289.58,3.33,41.83,18.55,7.76,10.79,4.85,7.77,1198.17,3.31,5.1,64.38
2015-05-23 12:00:00,992.16,18.4,292.22,6.08,44.38,21.2,9.41,11.79,5.92,9.48,1181.2,3.14,6.52,17.52
2015-05-24 12:00:00,992.92,15.62,289.37,9.49,66.85,17.77,11.88,5.89,7.48,11.97,1192.36,1.68,2.96,133.2
2015-05-25 12:00:00,986.69,16.11,290.38,9.35,64.19,18.34,11.77,6.57,7.45,11.93,1182.89,1.66,2.66,223.4
2015-05-26 12:00:00,990.57,13.04,286.98,3.89,53.68,15.04,8.07,6.97,5.08,8.15,1202.0,2.7,4.85,342.8
2015-05-27 12:00:00,995.71,11.86,285.37,4.0,58.47,13.91,8.14,5.78,5.1,8.17,1213.23,1.33,2.84,242.3
2015-05-28 12:00:00,988.4,17.49,291.62,4.92,43.36,20.02,8.68,11.34,5.48,8.78,1180.72,4.44,8.19,200.1
2015-05-29 12:00:00,984.28,17.78,292.26,5.56,44.51,20.39,9.07,11.31,5.75,9.22,1174.43,7.52,10.29,206.9
2015-05-30 12:00:00,985.92,15.0,289.33,3.33,45.45,17.08,7.76,9.32,4.91,7.87,1188.35,3.8,7.25,223.2
2015-05-31 12:00:00,988.69,17.04,291.15,5.09,45.15,19.46,8.78,10.67,5.55,8.88,1182.85,6.28,8.77,216.2
2015-06-01 12:00:00,990.27,11.28,285.24,9.75,90.3,13.39,12.09,1.3,7.63,12.21,1207.21,4.5,5.81,38.44
2015-06-02 12:00:00,988.6,19.21,293.33,10.18,55.81,22.3,12.44,9.85,7.87,12.59,1172.32,8.1,13.33,205.4
2015-06-03 12:00:00,992.2,25.01,298.84,12.46,45.61,31.75,14.48,17.27,9.13,14.59,1152.82,2.74,6.04,274.0
2015-06-04 12:00:00,1001.21,19.33,292.39,7.86,47.33,22.47,10.63,11.83,6.63,10.62,1187.67,3.4,5.4,40.01
2015-06-05 12:00:00,994.93,27.72,301.32,11.32,36.05,37.24,13.43,23.82,8.44,13.49,1146.06,2.53,4.72,85.9
2015-06-06 12:00:00,993.87,27.48,301.17,15.88,49.2,36.73,18.07,18.66,11.39,18.18,1143.71,2.06,3.8,105.5
2015-06-07 12:00:00,1001.73,15.37,288.39,6.82,56.61,17.49,9.9,7.59,6.17,9.88,1204.93,2.17,3.4,27.09
2015-06-08 12:00:00,1000.01,15.95,289.11,7.69,57.92,18.15,10.51,7.64,6.57,10.51,1200.17,3.74,5.37,46.95
2015-06-09 12:00:00,999.93,13.73,286.9,4.88,55.01,15.73,8.65,7.08,5.4,8.65,1210.21,5.49,7.85,39.19
2015-06-10 12:00:00,999.42,17.69,290.9,7.28,50.43,20.27,10.22,10.05,6.39,10.23,1192.41,4.52,7.61,73.6
2015-06-11 12:00:00,994.93,18.89,292.48,8.49,50.79,21.86,11.1,10.76,6.97,11.16,1181.76,2.07,4.76,82.0
2015-06-12 12:00:00,986.1,24.22,298.57,15.73,59.1,30.28,17.9,12.39,11.37,18.15,1147.22,1.4,2.94,54.79
2015-06-13 12:00:00,981.73,28.44,303.19,17.2,50.61,38.84,19.65,19.18,12.55,20.02,1125.36,2.36,4.92,162.3
2015-06-14 12:00:00,983.8,23.01,297.56,10.63,45.55,28.16,12.83,15.33,8.15,13.04,1151.46,2.3,4.4,293.2
2015-06-15 12:00:00,991.69,14.02,287.87,8.9,71.2,16.03,11.41,4.62,7.19,11.51,1197.72,3.68,6.21,27.94
2015-06-16 12:00:00,994.85,16.51,290.1,6.17,50.32,18.81,9.47,9.35,5.94,9.52,1192.12,3.68,5.36,20.3
2015-06-17 12:00:00,996.41,16.49,289.95,4.75,45.65,18.79,8.58,10.21,5.37,8.61,1194.48,3.02,4.6,47.53
2015-06-18 12:00:00,987.02,16.36,290.6,14.26,87.4,18.63,16.29,2.35,10.33,16.5,1180.21,0.83,1.88,199.7
2015-06-19 12:00:00,989.97,12.17,286.15,7.35,72.3,14.2,10.27,3.93,6.48,10.37,1203.92,1.05,3.24,275.3
2015-06-20 12:00:00,991.0,13.83,287.73,7.05,63.57,15.83,10.06,5.77,6.34,10.16,1198.3,2.65,6.41,268.5
2015-06-21 12:00:00,990.15,14.81,288.79,7.07,59.71,16.87,10.07,6.8,6.35,10.17,1193.19,3.9,7.41,207.1
2015-06-22 12:00:00,983.05,15.66,290.24,9.66,67.45,17.82,12.02,5.8,7.64,12.23,1180.23,3.82,6.17,231.2
2015-06-23 12:00:00,983.73,13.34,287.85,6.78,64.39,15.34,9.87,5.46,6.27,10.04,1191.6,3.95,7.73,234.4
2015-06-24 12:00:00,995.5,14.03,287.56,8.68,70.1,16.04,11.24,4.8,7.06,11.29,1202.38,1.5,3.28,299.2
2015-06-25 12:00:00,996.5,20.48,293.93,9.8,50.29,24.13,12.13,11.99,7.61,12.18,1176.76,1.72,2.94,22.19
2015-06-26 12:00:00,993.07,22.89,296.64,11.95,50.09,27.95,14.0,13.95,8.82,14.1,1162.31,2.8,4.92,305.3
2015-06-27 12:00:00,989.48,16.62,290.66,14.57,87.7,18.94,16.61,2.33,10.51,16.79,1181.96,0.75,1.44,199.6
2015-06-28 12:00:00,995.37,19.38,292.93,8.14,48.12,22.54,10.84,11.69,6.8,10.89,1180.42,1.05,3.12,148.8
2015-06-29 12:00:00,993.53,24.68,298.39,11.18,42.74,31.13,13.3,17.82,8.37,13.39,1156.17,3.82,6.04,207.1
2015-06-30 12:00:00,995.47,23.37,296.92,12.8,51.46,28.78,14.81,13.97,9.3,14.88,1162.89,2.57,6.1,16.25
2015-07-01 12:00:00,995.24,26.36,299.93,12.15,41.24,34.39,14.18,20.21,8.91,14.25,1151.29,2.75,4.8,71.9
2015-07-02 12:00:00,995.49,29.82,303.37,14.68,39.77,42.05,16.73,25.33,10.52,16.8,1137.33,2.42,4.52,76.2
2015-07-03 12:00:00,997.51,30.58,303.96,16.61,43.11,43.92,18.94,24.99,11.89,18.98,1135.84,3.87,5.96,30.0
2015-07-04 12:00:00,993.34,34.82,308.57,15.58,31.8,55.73,17.72,38.01,11.17,17.84,1116.0,3.28,5.76,187.9
2015-07-05 12:00:00,989.63,33.07,307.14,17.28,39.07,50.56,19.75,30.81,12.51,19.96,1117.28,2.66,3.76,58.21
2015-07-06 12:00:00,994.22,23.19,296.84,13.01,52.72,28.46,15.01,13.46,9.44,15.09,1162.04,2.19,4.48,303.0
2015-07-07 12:00:00,985.39,30.0,304.44,13.8,37.19,42.49,15.8,26.69,10.04,16.04,1125.44,3.1,6.14,173.2
2015-07-08 12:00:00,983.53,20.3,294.86,7.96,44.89,23.86,10.71,13.15,6.8,10.89,1162.72,3.94,7.0,271.9
2015-07-09 12:00:00,990.66,15.94,289.88,7.22,56.11,18.14,10.18,7.96,6.42,10.27,1189.09,2.56,5.53,271.8
2015-07-10 12:00:00,996.49,15.57,289.02,5.0,49.27,17.72,8.73,8.99,5.47,8.76,1198.31,1.88,3.98,280.2
2015-07-11 12:00:00,990.3,21.51,295.49,8.33,42.74,25.7,10.98,14.72,6.93,11.09,1165.83,1.74,3.24,72.9
2015-07-12 12:00:00,989.29,25.41,299.49,12.2,43.78,32.51,14.23,18.28,9.0,14.39,1147.99,3.01,6.2,289.9
2015-07-13 12:00:00,990.15,18.75,292.74,12.27,65.97,21.67,14.29,7.37,9.03,14.44,1175.18,-9999.0,-9999.0,359.8
2015-07-14 12:00:00,988.39,20.31,294.45,15.36,73.2,23.87,17.48,6.4,11.07,17.68,1165.42,3.52,7.26,244.9
2015-07-15 12:00:00,993.06,23.0,296.75,12.26,50.78,28.14,14.29,13.85,9.0,14.39,1161.74,2.25,4.96,307.9
2015-07-16 12:00:00,991.9,26.05,299.91,13.74,46.63,33.77,15.75,18.02,9.93,15.87,1147.91,3.41,8.29,234.2
2015-07-17 12:00:00,988.76,26.87,301.0,17.64,57.03,35.44,20.21,15.23,12.81,20.44,1139.16,1.65,3.32,173.4
2015-07-18 12:00:00,989.18,27.3,301.4,17.26,54.29,36.34,19.73,16.61,12.5,19.95,1138.23,1.04,3.12,312.8
2015-07-19 12:00:00,982.13,26.49,301.2,16.95,55.82,34.65,19.34,15.31,12.34,19.7,1133.28,4.1,8.65,237.5
2015-07-20 12:00:00,988.48,21.63,295.77,15.34,67.43,25.89,17.46,8.43,11.06,17.66,1160.31,2.72,6.26,231.0
2015-07-21 12:00:00,987.7,27.1,301.32,16.66,52.88,35.92,18.99,16.92,12.05,19.23,1137.59,4.74,7.28,242.0
2015-07-22 12:00:00,986.4,30.38,304.73,18.01,47.63,43.42,20.68,22.74,13.15,20.97,1123.08,1.97,3.56,349.9
2015-07-23 12:00:00,989.36,22.81,296.88,12.13,50.92,27.82,14.16,13.65,8.95,14.32,1158.19,2.23,4.16,229.3
2015-07-24 12:00:00,986.23,24.06,298.4,15.49,58.77,29.99,17.63,12.37,11.19,17.87,1148.11,3.99,5.34,42.75
2015-07-25 12:00:00,977.51,23.54,298.64,10.76,44.48,29.07,12.93,16.14,8.27,13.23,1141.97,12.05,18.67,206.5
2015-07-26 12:00:00,988.08,17.6,291.76,4.85,42.86,20.16,8.64,11.52,5.46,8.74,1179.91,3.66,5.88,222.5
2015-07-27 12:00:00,976.56,17.54,292.68,13.23,75.8,20.08,15.22,4.86,9.75,15.59,1163.36,6.24,9.31,216.6
2015-07-28 12:00:00,980.05,19.09,293.94,6.02,42.33,22.13,9.37,12.76,5.97,9.56,1163.99,4.36,8.77,245.0
2015-07-29 12:00:00,980.76,16.89,291.67,7.66,54.45,19.27,10.49,8.78,6.68,10.7,1173.16,1.46,3.58,222.9
2015-07-30 12:00:00,987.1,17.54,291.78,7.54,51.83,20.08,10.41,9.67,6.58,10.54,1178.18,2.53,5.06,234.2
2015-07-31 12:00:00,992.94,17.56,291.31,6.6,48.53,20.11,9.76,10.35,6.14,9.83,1185.39,2.19,5.22,300.5
2015-08-01 12:00:00,988.92,20.83,294.93,9.27,47.49,24.65,11.71,12.94,7.4,11.84,1166.57,1.86,4.04,20.93
2015-08-02 12:00:00,993.06,25.4,299.16,9.89,37.57,32.49,12.21,20.28,7.68,12.29,1153.32,2.95,4.92,58.55
2015-08-03 12:00:00,991.24,28.27,302.19,14.23,42.26,38.45,16.25,22.2,10.26,16.39,1138.47,0.77,1.72,66.88
2015-08-04 12:00:00,985.17,31.11,305.57,15.15,38.09,45.27,17.24,28.03,10.96,17.5,1120.46,3.87,6.28,176.9
2015-08-05 12:00:00,993.15,21.39,295.13,11.9,54.67,25.51,13.95,11.56,8.78,14.04,1168.35,1.59,2.88,203.9
2015-08-06 12:00:00,989.53,30.84,304.92,15.41,39.34,44.58,17.54,27.04,11.1,17.72,1126.33,2.27,3.68,137.0
2015-08-07 12:00:00,988.8,35.42,309.58,14.08,27.94,57.61,16.1,41.51,10.19,16.28,1109.4,3.12,5.88,182.5
2015-08-08 12:00:00,991.65,28.62,302.5,14.76,42.86,39.24,16.82,22.42,10.62,16.96,1137.37,6.8,10.53,27.42
2015-08-09 12:00:00,993.23,23.83,297.57,15.96,61.4,29.58,18.16,11.42,11.45,18.29,1156.98,3.29,5.88,45.49
2015-08-10 12:00:00,988.41,26.84,301.0,17.56,56.83,35.37,20.1,15.27,12.75,20.34,1138.92,2.58,4.18,28.12
2015-08-11 12:00:00,989.54,27.01,301.07,17.02,54.38,35.73,19.43,16.3,12.3,19.63,1139.88,3.91,5.72,41.74
2015-08-12 12:00:00,994.49,25.65,299.28,16.81,58.13,32.98,19.17,13.81,12.08,19.28,1150.95,3.43,6.99,55.12
2015-08-13 12:00:00,991.07,26.28,300.21,18.11,60.83,34.23,20.82,13.41,13.17,21.01,1143.83,4.21,7.2,62.64
2015-08-14 12:00:00,981.83,31.51,306.27,15.92,39.11,46.31,18.11,28.2,11.55,18.45,1114.8,2.12,4.0,68.02
2015-08-15 12:00:00,982.32,24.54,299.22,16.5,60.91,30.87,18.8,12.07,11.99,19.14,1141.17,2.91,4.74,212.4
2015-08-16 12:00:00,983.63,20.79,295.34,17.17,79.8,24.59,19.62,4.97,12.5,19.95,1156.91,3.21,4.44,29.6
2015-08-17 12:00:00,984.06,17.95,292.45,15.99,88.3,20.61,18.2,2.41,11.58,18.49,1169.36,0.65,1.24,285.4
2015-08-18 12:00:00,988.28,15.9,290.04,13.74,87.0,18.09,15.74,2.35,9.97,15.93,1183.85,0.87,1.96,285.1
2015-08-19 12:00:00,993.53,18.06,291.76,11.65,66.13,20.75,13.72,7.03,8.64,13.81,1182.27,1.68,4.0,350.6
2015-08-20 12:00:00,998.02,15.5,288.82,13.47,87.7,17.64,15.47,2.17,9.7,15.5,1197.37,1.46,2.04,57.58
2015-08-21 12:00:00,998.79,19.81,293.07,12.41,62.32,23.15,14.42,8.72,9.03,14.44,1181.14,2.0,3.72,29.69
2015-08-22 12:00:00,994.53,22.54,296.16,10.41,46.18,27.37,12.64,14.73,7.94,12.71,1166.01,4.15,6.36,41.86
2015-08-23 12:00:00,985.57,21.85,296.24,8.72,42.97,26.24,11.28,14.96,7.15,11.44,1158.77,3.77,6.08,87.5
2015-08-24 12:00:00,980.13,23.61,298.48,14.93,58.22,29.19,17.0,12.2,10.86,17.34,1142.97,3.04,5.1,220.4
2015-08-25 12:00:00,989.41,16.97,291.01,10.41,65.24,19.37,12.64,6.73,7.98,12.77,1182.25,7.18,10.13,213.3
2015-08-26 12:00:00,991.13,23.83,297.75,11.34,45.43,29.58,13.44,16.14,8.48,13.56,1156.61,4.28,6.28,221.9
2015-08-27 12:00:00,985.86,27.21,301.6,14.11,44.59,36.15,16.12,20.03,10.23,16.35,1136.3,3.25,4.94,177.9
2015-08-28 12:00:00,991.77,16.07,289.91,14.92,92.9,18.29,16.99,1.3,10.73,17.13,1186.79,1.12,2.08,174.7
2015-08-29 12:00:00,997.74,21.04,294.39,15.35,69.95,24.97,17.47,7.5,10.96,17.51,1173.6,1.99,4.2,179.5
2015-08-30 12:00:00,991.96,28.79,302.65,19.58,57.56,39.63,22.81,16.82,14.43,23.0,1134.48,1.39,2.76,145.5
2015-08-31 12:00:00,986.36,29.84,304.19,19.3,53.25,42.1,22.42,19.68,14.26,22.73,1124.28,1.55,2.64,71.5
2015-09-01 12:00:00,981.11,28.32,303.13,16.2,47.83,38.57,18.45,20.12,11.78,18.8,1125.61,0.75,2.08,263.2
2015-09-02 12:00:00,990.25,17.84,291.82,9.13,56.65,20.46,11.59,8.87,7.31,11.71,1180.2,0.59,1.12,282.0
2015-09-03 12:00:00,987.6,15.25,289.44,12.46,83.4,17.36,14.47,2.88,9.17,14.66,1186.28,0.8,1.68,196.4
2015-09-04 12:00:00,988.17,16.47,290.62,8.41,58.85,18.76,11.04,7.72,6.98,11.18,1183.53,1.91,3.92,220.1
2015-09-05 12:00:00,986.81,15.94,290.2,8.45,61.02,18.14,11.07,7.07,7.01,11.22,1184.05,2.68,5.12,261.3
2015-09-06 12:00:00,991.28,12.99,286.87,7.25,68.08,14.99,10.2,4.78,6.43,10.29,1202.09,3.29,5.89,253.8
2015-09-07 12:00:00,995.12,13.07,286.63,11.67,91.2,15.07,13.74,1.33,8.63,13.81,1204.81,0.97,2.04,227.4
2015-09-08 12:00:00,997.39,17.22,290.6,9.32,59.68,19.68,11.74,7.93,7.36,11.78,1191.21,1.72,3.64,284.7
2015-09-09 12:00:00,997.75,14.98,288.33,7.56,61.11,17.06,10.42,6.63,6.52,10.45,1201.51,4.29,6.53,49.09
2015-09-10 12:00:00,997.53,12.15,285.51,9.37,83.1,14.18,11.79,2.4,7.38,11.82,1212.53,3.24,5.57,28.42
2015-09-11 12:00:00,993.55,11.79,285.48,9.07,83.4,13.85,11.55,2.3,7.26,11.63,1209.31,1.0,2.24,174.1
2015-09-12 12:00:00,990.03,20.64,294.64,12.32,58.88,24.36,14.35,10.02,9.06,14.49,1167.45,2.05,3.94,137.9
2015-09-13 12:00:00,984.92,21.64,296.08,14.01,61.84,25.91,16.02,9.89,10.18,16.27,1156.71,1.73,2.92,93.7
2015-09-14 12:00:00,978.95,15.38,290.3,14.81,96.4,17.5,16.87,0.63,10.79,17.23,1174.21,2.47,3.28,157.4
2015-09-15 12:00:00,982.38,17.65,292.29,8.84,56.23,20.22,11.37,8.85,7.23,11.57,1171.64,7.05,12.93,197.3
2015-09-16 12:00:00,975.4,18.97,294.22,13.22,69.26,21.97,15.21,6.75,9.76,15.6,1156.29,1.44,2.76,159.6
2015-09-17 12:00:00,975.57,21.34,296.59,12.49,57.02,25.43,14.5,10.93,9.3,14.87,1147.5,6.08,9.05,215.4
2015-09-18 12:00:00,990.17,18.11,292.09,9.31,56.4,20.82,11.74,9.08,7.41,11.86,1178.94,1.6,4.04,182.9
2015-09-19 12:00:00,993.82,17.18,290.86,11.05,67.19,19.63,13.19,6.44,8.3,13.27,1186.44,1.13,2.52,318.9
2015-09-20 12:00:00,995.68,13.27,286.78,8.48,72.7,15.27,11.1,4.17,6.96,11.15,1205.86,1.77,3.48,257.8
2015-09-21 12:00:00,990.39,16.84,290.8,8.37,57.32,19.21,11.01,8.2,6.94,11.12,1184.7,2.23,4.4,293.9
2015-09-22 12:00:00,978.78,16.09,291.03,9.16,63.45,18.32,11.62,6.69,7.42,11.87,1173.51,3.15,4.8,175.6
2015-09-23 12:00:00,983.18,12.97,287.52,7.62,69.92,14.97,10.47,4.5,6.65,10.65,1192.2,5.21,7.53,208.1
2015-09-24 12:00:00,992.92,15.56,289.31,9.04,65.11,17.7,11.53,6.18,7.25,11.61,1192.77,3.25,5.88,230.3
2015-09-25 12:00:00,994.92,14.22,287.8,10.02,75.8,16.24,12.31,3.93,7.73,12.37,1200.4,0.53,1.28,95.1
2015-09-26 12:00:00,999.47,12.54,285.74,9.28,80.5,14.55,11.71,2.84,7.32,11.72,1213.27,2.61,3.96,43.38
2015-09-27 12:00:00,1005.14,13.24,285.98,7.42,67.75,15.24,10.32,4.91,6.41,10.27,1217.85,2.77,4.16,60.32
2015-09-28 12:00:00,1009.78,13.47,285.83,5.93,60.21,15.47,9.31,6.15,5.76,9.22,1222.97,4.74,7.01,30.04
2015-09-29 12:00:00,1009.73,13.11,285.48,7.9,70.6,15.11,10.67,4.44,6.6,10.56,1223.83,5.93,8.05,45.47
2015-09-30 12:00:00,1008.26,12.99,285.48,3.8,53.52,14.99,8.02,6.97,4.96,7.96,1223.77,4.86,9.41,63.04
2015-10-01 12:00:00,1004.89,12.62,285.38,1.59,46.86,14.63,6.86,7.77,4.25,6.82,1221.78,5.96,8.49,65.37
2015-10-02 12:00:00,999.39,13.28,286.49,5.49,59.12,15.28,9.03,6.24,5.64,9.04,1211.27,1.91,2.92,73.1
2015-10-03 12:00:00,988.68,18.46,292.57,9.16,54.61,21.28,11.62,9.66,7.34,11.75,1175.8,1.24,2.76,153.6
2015-10-04 12:00:00,990.24,17.14,291.12,10.39,64.46,19.58,12.62,6.96,7.97,12.75,1182.56,1.57,2.8,180.4
2015-10-05 12:00:00,989.49,17.24,291.28,10.4,64.09,19.7,12.63,7.08,7.98,12.76,1181.25,3.04,4.96,152.5
2015-10-06 12:00:00,981.26,16.77,291.5,12.54,76.1,19.13,14.55,4.57,9.28,14.83,1172.4,2.63,4.24,183.3
2015-10-07 12:00:00,984.94,16.57,290.99,15.18,91.5,18.88,17.28,1.61,10.98,17.54,1176.4,0.79,1.52,218.6
2015-10-08 12:00:00,992.21,14.96,288.77,11.11,77.7,17.03,13.24,3.8,8.34,13.34,1193.61,0.79,2.0,324.6
2015-10-09 12:00:00,993.75,13.49,287.16,11.3,86.6,15.49,13.41,2.08,8.44,13.5,1201.53,1.32,2.2,32.69
2015-10-10 12:00:00,993.89,7.29,280.94,2.96,73.9,10.23,7.56,2.67,4.74,7.61,1231.01,3.63,5.43,30.97
2015-10-11 12:00:00,993.36,5.36,279.05,-1.18,62.55,8.95,5.6,3.35,3.51,5.64,1239.79,2.93,5.29,50.52
2015-10-12 12:00:00,993.79,4.82,278.48,-1.15,65.11,8.62,5.61,3.01,3.52,5.65,1242.74,2.94,4.67,23.84
2015-10-13 12:00:00,991.71,2.98,276.8,-0.05,80.4,7.57,6.09,1.48,3.83,6.14,1248.18,2.43,3.93,49.38
2015-10-14 12:00:00,991.0,0.55,274.42,-0.04,95.8,6.36,6.09,0.27,3.83,6.14,1258.36,2.74,3.53,40.48
2015-10-15 12:00:00,987.0,4.27,278.47,3.93,97.6,8.29,8.1,0.2,5.12,8.2,1235.5,0.6,1.04,14.0
2015-10-16 12:00:00,990.11,6.64,280.59,5.79,94.3,9.78,9.22,0.56,5.81,9.31,1228.4,0.95,1.52,132.6
2015-10-17 12:00:00,991.7,7.36,281.19,5.94,90.7,10.28,9.32,0.96,5.87,9.4,1227.16,0.74,1.54,246.6
2015-10-18 12:00:00,992.21,7.32,281.11,5.22,86.5,10.25,8.87,1.38,5.58,8.94,1228.18,0.61,1.12,22.31
2015-10-19 12:00:00,994.16,6.81,280.44,4.98,88.1,9.9,8.72,1.18,5.47,8.77,1232.92,0.6,1.44,184.4
2015-10-20 12:00:00,993.75,8.3,281.96,7.61,95.4,10.96,10.46,0.5,6.57,10.52,1225.07,1.2,2.26,226.2
2015-10-21 12:00:00,993.93,9.05,282.7,6.17,82.1,11.53,9.47,2.06,5.95,9.53,1222.49,0.88,1.36,201.9
2015-10-22 12:00:00,988.51,10.79,284.89,6.35,74.0,12.96,9.59,3.37,6.06,9.7,1208.29,2.91,4.48,208.7
2015-10-23 12:00:00,997.28,13.06,286.44,5.43,59.74,15.06,9.0,6.06,5.63,9.02,1209.65,3.9,7.13,234.0
2015-10-24 12:00:00,992.57,9.21,282.97,8.85,97.6,11.66,11.38,0.28,7.16,11.46,1219.23,0.98,1.56,153.7
2015-10-25 12:00:00,997.08,11.5,284.9,8.61,82.4,13.59,11.2,2.39,7.01,11.23,1215.03,0.95,1.92,173.2
2015-10-26 12:00:00,997.24,10.29,283.67,8.39,88.0,12.54,11.03,1.5,6.91,11.06,1220.49,2.14,3.18,48.71
2015-10-27 12:00:00,992.61,12.02,285.79,7.56,74.1,14.06,10.42,3.64,6.56,10.5,1207.71,2.41,3.68,168.4
2015-10-28 12:00:00,986.94,9.55,283.77,8.57,93.6,11.93,11.16,0.76,7.07,11.31,1210.93,1.57,2.36,125.5
2015-10-29 12:00:00,992.09,6.76,280.56,6.63,99.1,9.87,9.78,0.09,6.15,9.86,1230.04,1.28,2.0,190.8
2015-10-30 12:00:00,1001.76,11.37,284.39,8.45,82.2,13.47,11.07,2.4,6.9,11.05,1221.37,2.6,3.4,32.03
2015-10-31 12:00:00,1003.33,10.78,283.67,6.27,73.6,12.95,9.53,3.42,5.93,9.5,1226.54,1.0,1.52,160.2
2015-11-01 12:00:00,1004.67,13.32,286.1,5.95,60.91,15.32,9.33,5.99,5.8,9.29,1217.4,1.57,2.28,180.2
2015-11-02 12:00:00,1001.9,9.74,282.75,3.29,64.07,12.08,7.74,4.34,4.82,7.73,1230.13,0.66,1.4,87.2
2015-11-03 12:00:00,994.94,8.55,282.12,1.36,60.47,11.15,6.74,4.41,4.23,6.78,1227.19,0.54,1.12,153.9
2015-11-04 12:00:00,994.54,9.88,283.48,4.18,67.58,12.2,8.24,3.95,5.17,8.29,1220.23,0.58,1.12,134.8
2015-11-05 12:00:00,995.87,13.08,286.58,9.43,78.5,15.08,11.84,3.24,7.43,11.88,1206.55,0.34,0.92,99.6
2015-11-06 12:00:00,995.38,15.02,288.56,9.73,70.6,17.1,12.07,5.03,7.58,12.13,1197.73,3.29,4.65,168.2
2015-11-07 12:00:00,997.24,18.93,292.32,13.45,70.5,21.91,15.45,6.46,9.69,15.49,1182.39,4.02,6.32,210.5
2015-11-08 12:00:00,1002.99,15.61,288.52,9.27,65.88,17.76,11.7,6.06,7.29,11.67,1204.63,2.0,4.04,203.5
2015-11-09 12:00:00,994.76,17.45,291.05,11.66,68.79,19.97,13.74,6.23,8.63,13.81,1186.21,3.44,5.89,232.2
2015-11-10 12:00:00,994.13,17.93,291.58,11.17,64.58,20.58,13.29,7.29,8.36,13.37,1183.71,4.92,8.09,252.2
2015-11-11 12:00:00,997.23,15.54,288.93,10.08,69.89,17.68,12.36,5.32,7.74,12.39,1197.67,3.49,4.97,209.4
2015-11-12 12:00:00,999.6,13.44,286.63,7.86,68.92,15.44,10.64,4.8,6.65,10.64,1210.11,3.4,5.77,226.3
2015-11-13 12:00:00,995.59,14.22,287.74,7.05,61.98,16.24,10.06,6.17,6.31,10.11,1202.23,6.12,9.05,210.3
2015-11-14 12:00:00,998.24,5.18,278.48,2.74,84.2,8.84,7.44,1.4,4.65,7.46,1245.83,2.33,5.53,263.3
2015-11-15 12:00:00,981.8,12.66,287.33,8.76,77.1,14.67,11.31,3.36,7.2,11.52,1191.42,5.0,8.69,228.6
2015-11-16 12:00:00,988.04,12.51,286.65,6.89,68.54,14.52,9.95,4.57,6.29,10.08,1200.28,1.76,3.4,326.8
2015-11-17 12:00:00,982.99,13.23,287.8,8.96,75.3,15.23,11.46,3.76,7.29,11.66,1190.42,8.18,12.69,215.4
2015-11-18 12:00:00,987.64,13.98,288.16,4.97,54.49,15.99,8.71,7.28,5.5,8.82,1194.22,4.61,7.97,240.2
2015-11-19 12:00:00,985.52,14.04,288.4,5.99,58.28,16.05,9.35,6.7,5.92,9.49,1191.1,4.71,9.45,244.2
2015-11-20 12:00:00,978.66,8.43,283.33,4.27,75.0,11.06,8.29,2.76,5.29,8.47,1206.84,1.57,3.4,329.9
2015-11-21 12:00:00,969.34,5.87,281.52,0.79,69.76,9.27,6.47,2.8,4.16,6.67,1207.16,1.71,3.77,252.2
2015-11-22 12:00:00,976.75,2.5,277.52,-2.63,68.77,7.31,5.03,2.28,3.21,5.15,1231.97,2.24,5.69,252.7
2015-11-23 12:00:00,993.55,0.6,274.27,-2.52,79.5,6.38,5.07,1.31,3.18,5.1,1261.86,1.34,2.52,242.6
2015-11-24 12:00:00,994.34,3.08,276.68,-2.34,67.46,7.62,5.14,2.48,3.22,5.17,1251.52,4.48,6.49,205.9
2015-11-25 12:00:00,979.21,4.07,278.9,-0.52,71.9,8.18,5.88,2.3,3.74,6.0,1227.66,5.04,7.97,217.7
2015-11-26 12:00:00,987.71,4.67,278.82,2.56,86.1,8.53,7.35,1.19,4.64,7.44,1234.96,1.98,4.47,269.7
